X;Z;EXM;EZM;;;X;Z;EXM;EZM
-2.25;0.75;0.119719;0.0328706;;;-2.25;0.75;3.55E-02;6.71E-02
-2;0.75;0.137015;0.0404153;;;-2;0.75;4.57E-02;8.25E-02
-1.75;0.75;0.160048;0.0506222;;;-1.75;0.75;6.07E-02;1.03E-01
-1.5;0.75;0.191927;0.0646592;;;-1.5;0.75;8.41E-02;1.32E-01
-1.25;0.75;0.238011;0.0840553;;;-1.25;0.75;1.22E-01;1.72E-01
-1;0.75;0.307488;0.110028;;;-1;0.75;1.87E-01;2.25E-01
-0.75;0.75;0.414321;0.140043;;;-0.75;0.75;3.01E-01;2.86E-01
-0.5;0.75;0.569228;0.156974;;;-0.5;0.75;4.86E-01;3.21E-01
-0.25;0.75;0.742167;0.117783;;;-0.25;0.75;7.13E-01;2.41E-01
0;0.75;0.825602;1.17043E-16;;;0;0.75;8.29E-01;7.21E-10
0.25;0.75;0.742167;0.117783;;;0.25;0.75;7.13E-01;2.41E-01
0.5;0.75;0.569228;0.156974;;;0.5;0.75;4.86E-01;3.21E-01
0.75;0.75;0.414321;0.140043;;;0.75;0.75;3.01E-01;2.86E-01
1;0.75;0.307488;0.110028;;;1;0.75;1.87E-01;2.25E-01
1.25;0.75;0.238011;0.0840553;;;1.25;0.75;1.22E-01;1.72E-01
1.5;0.75;0.191927;0.0646592;;;1.5;0.75;8.41E-02;1.32E-01
1.75;0.75;0.160048;0.0506222;;;1.75;0.75;6.07E-02;1.03E-01
2;0.75;0.137015;0.0404153;;;2;0.75;4.57E-02;8.25E-02
2.25;0.75;0.119719;0.0328706;;;2.25;0.75;3.55E-02;6.71E-02
2.5;0.75;0.106301;0.0271842;;;2.5;0.75;2.83E-02;5.55E-02
2.75;0.75;0.0956073;0.0228148;;;2.75;0.75;2.31E-02;4.66E-02
3;0.75;0.0868898;0.0193966;;;3;0.75;1.92E-02;3.96E-02
3.25;0.75;0.0796487;0.0166786;;;3.25;0.75;1.62E-02;3.41E-02
3.5;0.75;0.073538;0.0144852;;;3.5;0.75;1.39E-02;2.96E-02
3.75;0.75;0.0683113;0.0126919;;;3.75;0.75;1.20E-02;2.59E-02
4;0.75;0.0637888;0.0112081;;;4;0.75;1.05E-02;2.29E-02
4.25;0.75;0.0598362;0.00996744;;;4.25;0.75;9.28E-03;2.04E-02
4.5;0.75;0.0563516;0.00892001;;;4.5;0.75;8.24E-03;1.82E-02
4.75;0.75;0.0532557;0.00802805;;;4.75;0.75;7.37E-03;1.64E-02
5;0.75;0.0504866;0.0072625;;;5;0.75;6.63E-03;1.48E-02
-5;1;0.0510921;0.00948082;;;-5;1;7.22E-03;1.94E-02
-4.75;1;0.0539539;0.0104567;;;-4.75;1;8.08E-03;2.14E-02
-4.5;1;0.0571618;0.0115881;;;-4.5;1;9.11E-03;2.37E-02
-4.25;1;0.0607829;0.0129089;;;-4.25;1;1.03E-02;2.64E-02
-4;1;0.0649029;0.0144627;;;-4;1;1.18E-02;2.95E-02
-3.75;1;0.0696328;0.0163056;;;-3.75;1;1.37E-02;3.33E-02
-3.5;1;0.0751183;0.0185109;;;-3.5;1;1.60E-02;3.78E-02
-3.25;1;0.0815547;0.0211751;;;-3.25;1;1.89E-02;4.33E-02
-3;1;0.0892083;0.0244267;;;-3;1;2.27E-02;4.99E-02
-2.75;1;0.0984502;0.0284377;;;-2.75;1;2.77E-02;5.81E-02
-2.5;1;0.10981;0.0334391;;;-2.5;1;3.44E-02;6.83E-02
-2.25;1;0.124058;0.0397389;;;-2.25;1;4.36E-02;8.12E-02
-2;1;0.142346;0.0477368;;;-2;1;5.68E-02;9.75E-02
-1.75;1;0.166421;0.0579134;;;-1.75;1;7.60E-02;1.18E-01
-1.5;1;0.198946;0.0707249;;;-1.5;1;1.05E-01;1.44E-01
-1.25;1;0.243869;0.0862131;;;-1.25;1;1.49E-01;1.76E-01
-1;1;0.30641;0.102878;;;-1;1;2.17E-01;2.10E-01
-0.75;1;0.391053;0.115141;;;-0.75;1;3.18E-01;2.35E-01
-0.5;1;0.493916;0.110153;;;-0.5;1;4.50E-01;2.25E-01
-0.25;1;0.589123;0.0714682;;;-0.25;1;5.80E-01;1.46E-01
0;1;0.629754;8.07425E-17;;;0;1;6.37E-01;4.08E-10
0.25;1;0.589123;0.0714682;;;0.25;1;5.80E-01;1.46E-01
0.5;1;0.493916;0.110153;;;0.5;1;4.50E-01;2.25E-01
0.75;1;0.391053;0.115141;;;0.75;1;3.18E-01;2.35E-01
1;1;0.30641;0.102878;;;1;1;2.17E-01;2.10E-01
1.25;1;0.243869;0.0862131;;;1.25;1;1.49E-01;1.76E-01
1.5;1;0.198946;0.0707249;;;1.5;1;1.05E-01;1.44E-01
1.75;1;0.166421;0.0579134;;;1.75;1;7.60E-02;1.18E-01
2;1;0.142346;0.0477368;;;2;1;5.68E-02;9.75E-02
2.25;1;0.124058;0.0397389;;;2.25;1;4.36E-02;8.12E-02
2.5;1;0.10981;0.0334391;;;2.5;1;3.44E-02;6.83E-02
2.75;1;0.0984502;0.0284377;;;2.75;1;2.77E-02;5.81E-02
3;1;0.0892083;0.0244267;;;3;1;2.27E-02;4.99E-02
3.25;1;0.0815547;0.0211751;;;3.25;1;1.89E-02;4.33E-02
3.5;1;0.0751183;0.0185109;;;3.5;1;1.60E-02;3.78E-02
3.75;1;0.0696328;0.0163056;;;3.75;1;1.37E-02;3.33E-02
4;1;0.0649029;0.0144627;;;4;1;1.18E-02;2.95E-02
4.25;1;0.0607829;0.0129089;;;4.25;1;1.03E-02;2.64E-02
4.5;1;0.0571618;0.0115881;;;4.5;1;9.11E-03;2.37E-02
4.75;1;0.0539539;0.0104567;;;4.75;1;8.08E-03;2.14E-02
5;1;0.0510921;0.00948082;;;5;1;7.22E-03;1.94E-02
-5;1.25;0.0518224;0.0115381;;;-5;1.25;8.35E-03;2.36E-02
-4.75;1.25;0.0547902;0.0126902;;;-4.75;1.25;9.42E-03;2.59E-02
-4.5;1.25;0.0581243;0.0140175;;;-4.5;1.25;1.07E-02;2.86E-02
-4.25;1.25;0.0618967;0.015556;;;-4.25;1.25;1.23E-02;3.18E-02
-4;1.25;0.0661988;0.0173502;;;-4;1.25;1.42E-02;3.54E-02
-3.75;1.25;0.0711486;0.0194564;;;-3.75;1.25;1.65E-02;3.97E-02
-3.5;1.25;0.0769003;0.0219458;;;-3.5;1.25;1.95E-02;4.48E-02
-3.25;1.25;0.0836586;0.0249082;;;-3.25;1.25;2.32E-02;5.09E-02
-3;1.25;0.0916991;0.028457;;;-3;1.25;2.81E-02;5.81E-02
-2.75;1.25;0.101398;0.0327334;;;-2.75;1.25;3.45E-02;6.69E-02
-2.5;1.25;0.113279;0.0379093;;;-2.5;1.25;4.30E-02;7.74E-02
-2.25;1.25;0.128073;0.0441813;;;-2.25;1.25;5.45E-02;9.02E-02
-2;1.25;0.146811;0.0517444;;;-2;1.25;7.05E-02;1.06E-01
-1.75;1.25;0.170932;0.0607126;;;-1.75;1.25;9.30E-02;1.24E-01
-1.5;1.25;0.202369;0.0709237;;;-1.5;1.25;1.25E-01;1.45E-01
-1.25;1.25;0.243461;0.0815094;;;-1.25;1.25;1.70E-01;1.66E-01
-1;1.25;0.296256;0.0901049;;;-1;1.25;2.33E-01;1.84E-01
-0.75;1.25;0.360414;0.0918583;;;-0.75;1.25;3.14E-01;1.88E-01
-0.5;1.25;0.429116;0.079542;;;-0.5;1.25;4.05E-01;1.62E-01
-0.25;1.25;0.485568;0.047585;;;-0.25;1.25;4.84E-01;9.71E-02
0;1.25;0.507952;6.25577E-17;;;0;1.25;5.15E-01;2.62E-10
0.25;1.25;0.485568;0.047585;;;0.25;1.25;4.84E-01;9.71E-02
0.5;1.25;0.429116;0.079542;;;0.5;1.25;4.05E-01;1.62E-01
0.75;1.25;0.360414;0.0918583;;;0.75;1.25;3.14E-01;1.88E-01
1;1.25;0.296256;0.0901049;;;1;1.25;2.33E-01;1.84E-01
1.25;1.25;0.243461;0.0815094;;;1.25;1.25;1.70E-01;1.66E-01
1.5;1.25;0.202369;0.0709237;;;1.5;1.25;1.25E-01;1.45E-01
1.75;1.25;0.170932;0.0607126;;;1.75;1.25;9.30E-02;1.24E-01
2;1.25;0.146811;0.0517444;;;2;1.25;7.05E-02;1.06E-01
2.25;1.25;0.128073;0.0441813;;;2.25;1.25;5.45E-02;9.02E-02
2.5;1.25;0.113279;0.0379093;;;2.5;1.25;4.30E-02;7.74E-02
2.75;1.25;0.101398;0.0327334;;;2.75;1.25;3.45E-02;6.69E-02
3;1.25;0.0916991;0.028457;;;3;1.25;2.81E-02;5.81E-02
3.25;1.25;0.0836586;0.0249082;;;3.25;1.25;2.32E-02;5.09E-02
3.5;1.25;0.0769003;0.0219458;;;3.5;1.25;1.95E-02;4.48E-02
3.75;1.25;0.0711486;0.0194564;;;3.75;1.25;1.65E-02;3.97E-02
4;1.25;0.0661988;0.0173502;;;4;1.25;1.42E-02;3.54E-02
4.25;1.25;0.0618967;0.015556;;;4.25;1.25;1.23E-02;3.18E-02
4.5;1.25;0.0581243;0.0140175;;;4.5;1.25;1.07E-02;2.86E-02
4.75;1.25;0.0547902;0.0126902;;;4.75;1.25;9.42E-03;2.59E-02
5;1.25;0.0518224;0.0115381;;;5;1.25;8.35E-03;2.36E-02
-5;1.5;0.0526464;0.0134082;;;-5;1.5;1.00E-02;2.74E-02
-4.75;1.5;0.0557256;0.0146987;;;-4.75;1.5;1.13E-02;3.00E-02
-4.5;1.5;0.0591901;0.0161746;;;-4.5;1.5;1.30E-02;3.30E-02
-4.25;1.5;0.0631151;0.0178704;;;-4.25;1.5;1.49E-02;3.65E-02
-4;1.5;0.0675959;0.0198281;;;-4;1.5;1.73E-02;4.05E-02
-3.75;1.5;0.0727543;0.0220988;;;-3.75;1.5;2.03E-02;4.51E-02
-3.5;1.5;0.0787475;0.024744;;;-3.5;1.5;2.40E-02;5.05E-02
-3.25;1.5;0.0857809;0.027837;;;-3.25;1.5;2.87E-02;5.69E-02
-3;1.5;0.0941251;0.0314634;;;-3;1.5;3.46E-02;6.43E-02
-2.75;1.5;0.104139;0.0357181;;;-2.75;1.5;4.24E-02;7.30E-02
-2.5;1.5;0.116303;0.0406964;;;-2.5;1.5;5.25E-02;8.31E-02
-2.25;1.5;0.131252;0.046472;;;-2.25;1.5;6.59E-02;9.49E-02
-2;1.5;0.149817;0.053047;;;-2;1.5;8.38E-02;1.08E-01
-1.75;1.5;0.173042;0.0602528;;;-1.75;1.5;1.08E-01;1.23E-01
-1.5;1.5;0.202111;0.0675659;;;-1.5;1.5;1.40E-01;1.38E-01
-1.25;1.5;0.238067;0.0738099;;;-1.25;1.5;1.83E-01;1.51E-01
-1;1.5;0.281085;0.0767949;;;-1;1.5;2.36E-01;1.57E-01
-0.75;1.5;0.329084;0.0731938;;;-0.75;1.5;2.99E-01;1.49E-01
-0.5;1.5;0.376047;0.0593715;;;-0.5;1.5;3.63E-01;1.21E-01
-0.25;1.5;0.411728;0.0338128;;;-0.25;1.5;4.13E-01;6.90E-02
0;1.5;0.425237;6.96447E-17;;;0;1.5;4.32E-01;1.82E-10
0.25;1.5;0.411728;0.0338128;;;0.25;1.5;4.13E-01;6.90E-02
0.5;1.5;0.376047;0.0593715;;;0.5;1.5;3.63E-01;1.21E-01
0.75;1.5;0.329084;0.0731938;;;0.75;1.5;2.99E-01;1.49E-01
1;1.5;0.281085;0.0767949;;;1;1.5;2.36E-01;1.57E-01
1.25;1.5;0.238067;0.0738099;;;1.25;1.5;1.83E-01;1.51E-01
1.5;1.5;0.202111;0.0675659;;;1.5;1.5;1.40E-01;1.38E-01
1.75;1.5;0.173042;0.0602528;;;1.75;1.5;1.08E-01;1.23E-01
2;1.5;0.149817;0.053047;;;2;1.5;8.38E-02;1.08E-01
2.25;1.5;0.131252;0.046472;;;2.25;1.5;6.59E-02;9.49E-02
2.5;1.5;0.116303;0.0406964;;;2.5;1.5;5.25E-02;8.31E-02
2.75;1.5;0.104139;0.0357181;;;2.75;1.5;4.24E-02;7.30E-02
3;1.5;0.0941251;0.0314634;;;3;1.5;3.46E-02;6.43E-02
3.25;1.5;0.0857809;0.027837;;;3.25;1.5;2.87E-02;5.69E-02
3.5;1.5;0.0787475;0.024744;;;3.5;1.5;2.40E-02;5.05E-02
3.75;1.5;0.0727543;0.0220988;;;3.75;1.5;2.03E-02;4.51E-02
4;1.5;0.0675959;0.0198281;;;4;1.5;1.73E-02;4.05E-02
4.25;1.5;0.0631151;0.0178704;;;4.25;1.5;1.49E-02;3.65E-02
4.5;1.5;0.0591901;0.0161746;;;4.5;1.5;1.30E-02;3.30E-02
4.75;1.5;0.0557256;0.0146987;;;4.75;1.5;1.13E-02;3.00E-02
5;1.5;0.0526464;0.0134082;;;5;1.5;1.00E-02;2.74E-02
-5;1.75;0.0535311;0.015073;;;-5;1.75;1.21E-02;3.08E-02
-4.75;1.75;0.0567194;0.0164626;;;-4.75;1.75;1.37E-02;3.36E-02
-4.5;1.75;0.0603085;0.0180385;;;-4.5;1.75;1.57E-02;3.69E-02
-4.25;1.75;0.0643751;0.0198315;;;-4.25;1.75;1.81E-02;4.05E-02
-4;1.75;0.0690154;0.0218777;;;-4;1.75;2.11E-02;4.47E-02
-3.75;1.75;0.0743507;0.0242188;;;-3.75;1.75;2.46E-02;4.95E-02
-3.5;1.75;0.0805351;0.026902;;;-3.5;1.75;2.91E-02;5.50E-02
-3.25;1.75;0.0877652;0.0299785;;;-3.25;1.75;3.46E-02;6.12E-02
-3;1.75;0.0962929;0.0335002;;;-3;1.75;4.16E-02;6.84E-02
-2.75;1.75;0.10644;0.0375116;;;-2.75;1.75;5.04E-02;7.66E-02
-2.5;1.75;0.118616;0.0420337;;;-2.5;1.75;6.18E-02;8.58E-02
-2.25;1.75;0.133327;0.0470346;;;-2.25;1.75;7.63E-02;9.60E-02
-2;1.75;0.15118;0.0523764;;;-2;1.75;9.51E-02;1.07E-01
-1.75;1.75;0.172831;0.0577281;;;-1.75;1.75;1.19E-01;1.18E-01
-1.5;1.75;0.198862;0.062438;;;-1.5;1.75;1.50E-01;1.27E-01
-1.25;1.75;0.229477;0.0653828;;;-1.25;1.75;1.88E-01;1.33E-01
-1;1.75;0.263969;0.0648818;;;-1;1.75;2.32E-01;1.32E-01
-0.75;1.75;0.299988;0.058882;;;-0.75;1.75;2.81E-01;1.20E-01
-0.5;1.75;0.333005;0.0456834;;;-0.5;1.75;3.26E-01;9.32E-02
-0.25;1.75;0.356784;0.0252032;;;-0.25;1.75;3.59E-01;5.14E-02
0;1.75;0.365517;3.72109E-17;;;0;1.75;3.72E-01;1.34E-10
0.25;1.75;0.356784;0.0252032;;;0.25;1.75;3.59E-01;5.14E-02
0.5;1.75;0.333005;0.0456834;;;0.5;1.75;3.26E-01;9.32E-02
0.75;1.75;0.299988;0.058882;;;0.75;1.75;2.81E-01;1.20E-01
1;1.75;0.263969;0.0648818;;;1;1.75;2.32E-01;1.32E-01
1.25;1.75;0.229477;0.0653828;;;1.25;1.75;1.88E-01;1.33E-01
1.5;1.75;0.198862;0.062438;;;1.5;1.75;1.50E-01;1.27E-01
1.75;1.75;0.172831;0.0577281;;;1.75;1.75;1.19E-01;1.18E-01
2;1.75;0.15118;0.0523764;;;2;1.75;9.51E-02;1.07E-01
2.25;1.75;0.133327;0.0470346;;;2.25;1.75;7.63E-02;9.60E-02
2.5;1.75;0.118616;0.0420337;;;2.5;1.75;6.18E-02;8.58E-02
2.75;1.75;0.10644;0.0375116;;;2.75;1.75;5.04E-02;7.66E-02
3;1.75;0.0962929;0.0335002;;;3;1.75;4.16E-02;6.84E-02
3.25;1.75;0.0877652;0.0299785;;;3.25;1.75;3.46E-02;6.12E-02
3.5;1.75;0.0805351;0.026902;;;3.5;1.75;2.91E-02;5.50E-02
3.75;1.75;0.0743507;0.0242188;;;3.75;1.75;2.46E-02;4.95E-02
4;1.75;0.0690154;0.0218777;;;4;1.75;2.11E-02;4.47E-02
4.25;1.75;0.0643751;0.0198315;;;4.25;1.75;1.81E-02;4.05E-02
4.5;1.75;0.0603085;0.0180385;;;4.5;1.75;1.57E-02;3.69E-02
4.75;1.75;0.0567194;0.0164626;;;4.75;1.75;1.37E-02;3.36E-02
5;1.75;0.0535311;0.015073;;;5;1.75;1.21E-02;3.08E-02
-5;2;0.0544434;0.0165217;;;-5;2;1.45E-02;3.38E-02
-4.75;2;0.0577316;0.017972;;;-4.75;2;1.65E-02;3.67E-02
-4.5;2;0.061431;0.0196013;;;-4.5;2;1.88E-02;4.00E-02
-4.25;2;0.0656176;0.0214349;;;-4.25;2;2.17E-02;4.38E-02
-4;2;0.0703856;0.0235009;;;-4;2;2.51E-02;4.80E-02
-3.75;2;0.0758515;0.0258295;;;-3.75;2;2.92E-02;5.28E-02
-3.5;2;0.0821601;0.028451;;;-3.5;2;3.43E-02;5.81E-02
-3.25;2;0.0894912;0.0313932;;;-3.25;2;4.06E-02;6.41E-02
-3;2;0.0980672;0.0346745;;;-3;2;4.84E-02;7.08E-02
-2.75;2;0.10816;0.0382937;;;-2.75;2;5.80E-02;7.82E-02
-2.5;2;0.120093;0.0422117;;;-2.5;2;7.01E-02;8.62E-02
-2.25;2;0.13424;0.046322;;;-2.25;2;8.51E-02;9.46E-02
-2;2;0.150993;0.0504065;;;-2;2;1.04E-01;1.03E-01
-1.75;2;0.170697;0.0540748;;;-1.75;2;1.27E-01;1.10E-01
-1.5;2;0.193516;0.0566939;;;-1.5;2;1.55E-01;1.16E-01
-1.25;2;0.219194;0.0573397;;;-1.25;2;1.88E-01;1.17E-01
-1;2;0.246731;0.0548378;;;-1;2;2.24E-01;1.12E-01
-0.75;2;0.274049;0.0479945;;;-0.75;2;2.61E-01;9.80E-02
-0.5;2;0.297916;0.036086;;;-0.5;2;2.94E-01;7.37E-02
-0.25;2;0.314469;0.019483;;;-0.25;2;3.18E-01;3.98E-02
0;2;0.320421;4.43041E-17;;;0;2;3.26E-01;1.03E-10
0.25;2;0.314469;0.019483;;;0.25;2;3.18E-01;3.98E-02
0.5;2;0.297916;0.036086;;;0.5;2;2.94E-01;7.37E-02
0.75;2;0.274049;0.0479945;;;0.75;2;2.61E-01;9.80E-02
1;2;0.246731;0.0548378;;;1;2;2.24E-01;1.12E-01
1.25;2;0.219194;0.0573397;;;1.25;2;1.88E-01;1.17E-01
1.5;2;0.193516;0.0566939;;;1.5;2;1.55E-01;1.16E-01
1.75;2;0.170697;0.0540748;;;1.75;2;1.27E-01;1.10E-01
2;2;0.150993;0.0504065;;;2;2;1.04E-01;1.03E-01
2.25;2;0.13424;0.046322;;;2.25;2;8.51E-02;9.46E-02
2.5;2;0.120093;0.0422117;;;2.5;2;7.01E-02;8.62E-02
2.75;2;0.10816;0.0382937;;;2.75;2;5.80E-02;7.82E-02
3;2;0.0980672;0.0346745;;;3;2;4.84E-02;7.08E-02
3.25;2;0.0894912;0.0313932;;;3.25;2;4.06E-02;6.41E-02
3.5;2;0.0821601;0.028451;;;3.5;2;3.43E-02;5.81E-02
3.75;2;0.0758515;0.0258295;;;3.75;2;2.92E-02;5.28E-02
4;2;0.0703856;0.0235009;;;4;2;2.51E-02;4.80E-02
4.25;2;0.0656176;0.0214349;;;4.25;2;2.17E-02;4.38E-02
4.5;2;0.061431;0.0196013;;;4.5;2;1.88E-02;4.00E-02
4.75;2;0.0577316;0.017972;;;4.75;2;1.65E-02;3.67E-02
5;2;0.0544434;0.0165217;;;5;2;1.45E-02;3.38E-02
-5;2.25;0.0553521;0.0177511;;;-5;2.25;1.70E-02;3.63E-02
-4.75;2.25;0.0587253;0.019226;;;-4.75;2.25;1.94E-02;3.93E-02
-4.5;2.25;0.0625139;0.0208661;;;-4.5;2.25;2.21E-02;4.26E-02
-4.25;2.25;0.0667914;0.02269;;;-4.25;2.25;2.53E-02;4.63E-02
-4;2.25;0.0716468;0.024717;;;-4;2.25;2.92E-02;5.05E-02
-3.75;2.25;0.0771883;0.0269646;;;-3.75;2.25;3.38E-02;5.51E-02
-3.5;2.25;0.0835465;0.0294469;;;-3.5;2.25;3.95E-02;6.01E-02
-3.25;2.25;0.0908786;0.0321692;;;-3.25;2.25;4.63E-02;6.57E-02
-3;2.25;0.0993708;0.0351213;;;-3;2.25;5.46E-02;7.17E-02
-2.75;2.25;0.109239;0.038266;;;-2.75;2.25;6.47E-02;7.81E-02
-2.5;2.25;0.120723;0.0415224;;;-2.5;2.25;7.71E-02;8.48E-02
-2.25;2.25;0.134071;0.0447413;;;-2.25;2.25;9.20E-02;9.14E-02
-2;2.25;0.1495;0.0476745;;;-2;2.25;1.10E-01;9.73E-02
-1.75;2.25;0.167131;0.049939;;;-1.75;2.25;1.32E-01;1.02E-01
-1.5;2.25;0.186873;0.0509898;;;-1.5;2.25;1.57E-01;1.04E-01
-1.25;2.25;0.208268;0.0501261;;;-1.25;2.25;1.84E-01;1.02E-01
-1;2.25;0.230305;0.0465706;;;-1;2.25;2.14E-01;9.51E-02
-0.75;2.25;0.251308;0.0396607;;;-0.75;2.25;2.43E-01;8.09E-02
-0.5;2.25;0.26901;0.0291475;;;-0.5;2.25;2.68E-01;5.95E-02
-0.25;2.25;0.280954;0.0154981;;;-0.25;2.25;2.84E-01;3.16E-02
0;2.25;0.285186;3.70298E-17;;;0;2.25;2.90E-01;8.11E-11
0.25;2.25;0.280954;0.0154981;;;0.25;2.25;2.84E-01;3.16E-02
0.5;2.25;0.26901;0.0291475;;;0.5;2.25;2.68E-01;5.95E-02
0.75;2.25;0.251308;0.0396607;;;0.75;2.25;2.43E-01;8.09E-02
1;2.25;0.230305;0.0465706;;;1;2.25;2.14E-01;9.51E-02
1.25;2.25;0.208268;0.0501261;;;1.25;2.25;1.84E-01;1.02E-01
1.5;2.25;0.186873;0.0509898;;;1.5;2.25;1.57E-01;1.04E-01
1.75;2.25;0.167131;0.049939;;;1.75;2.25;1.32E-01;1.02E-01
2;2.25;0.1495;0.0476745;;;2;2.25;1.10E-01;9.73E-02
2.25;2.25;0.134071;0.0447413;;;2.25;2.25;9.20E-02;9.14E-02
2.5;2.25;0.120723;0.0415224;;;2.5;2.25;7.71E-02;8.48E-02
2.75;2.25;0.109239;0.038266;;;2.75;2.25;6.47E-02;7.81E-02
3;2.25;0.0993708;0.0351213;;;3;2.25;5.46E-02;7.17E-02
3.25;2.25;0.0908786;0.0321692;;;3.25;2.25;4.63E-02;6.57E-02
3.5;2.25;0.0835465;0.0294469;;;3.5;2.25;3.95E-02;6.01E-02
3.75;2.25;0.0771883;0.0269646;;;3.75;2.25;3.38E-02;5.51E-02
4;2.25;0.0716468;0.024717;;;4;2.25;2.92E-02;5.05E-02
4.25;2.25;0.0667914;0.02269;;;4.25;2.25;2.53E-02;4.63E-02
4.5;2.25;0.0625139;0.0208661;;;4.5;2.25;2.21E-02;4.26E-02
4.75;2.25;0.0587253;0.019226;;;4.75;2.25;1.94E-02;3.93E-02
5;2.25;0.0553521;0.0177511;;;5;2.25;1.70E-02;3.63E-02
-5;2.5;0.0562292;0.0187641;;;-5;2.5;1.97E-02;3.83E-02
-4.75;2.5;0.059668;0.0202315;;;-4.75;2.5;2.23E-02;4.13E-02
-4.5;2.5;0.0635203;0.0218453;;;-4.5;2.5;2.54E-02;4.46E-02
-4.25;2.5;0.0678549;0.0236173;;;-4.25;2.5;2.90E-02;4.82E-02
-4;2.5;0.0727534;0.0255575;;;-4;2.5;3.32E-02;5.22E-02
-3.75;2.5;0.0783126;0.0276721;;;-3.75;2.5;3.83E-02;5.65E-02
-3.5;2.5;0.0846459;0.0299599;;;-3.5;2.5;4.43E-02;6.12E-02
-3.25;2.5;0.0918847;0.0324076;;;-3.25;2.5;5.15E-02;6.62E-02
-3;2.5;0.100177;0.0349829;;;-3;2.5;6.01E-02;7.14E-02
-2.75;2.5;0.109684;0.0376239;;;-2.75;2.5;7.04E-02;7.68E-02
-2.5;2.5;0.12057;0.0402256;;;-2.5;2.5;8.26E-02;8.21E-02
-2.25;2.5;0.132976;0.0426224;;;-2.25;2.5;9.72E-02;8.70E-02
-2;2.5;0.146993;0.0445693;;;-2;2.5;1.14E-01;9.10E-02
-1.75;2.5;0.162592;0.0457261;;;-1.75;2.5;1.34E-01;9.33E-02
-1.5;2.5;0.17955;0.0456553;;;-1.5;2.5;1.56E-01;9.32E-02
-1.25;2.5;0.19735;0.0438512;;;-1.25;2.5;1.79E-01;8.95E-02
-1;2.5;0.215093;0.0398179;;;-1;2.5;2.03E-01;8.13E-02
-0.75;2.5;0.231478;0.0332069;;;-0.75;2.5;2.26E-01;6.78E-02
-0.5;2.5;0.244913;0.0239923;;;-0.5;2.5;2.45E-01;4.90E-02
-0.25;2.5;0.253795;0.0126151;;;-0.25;2.5;2.57E-01;2.57E-02
0;2.5;0.256907;8.03517E-18;;;0;2.5;2.62E-01;6.57E-11
0.25;2.5;0.253795;0.0126151;;;0.25;2.5;2.57E-01;2.57E-02
0.5;2.5;0.244913;0.0239923;;;0.5;2.5;2.45E-01;4.90E-02
0.75;2.5;0.231478;0.0332069;;;0.75;2.5;2.26E-01;6.78E-02
1;2.5;0.215093;0.0398179;;;1;2.5;2.03E-01;8.13E-02
1.25;2.5;0.19735;0.0438512;;;1.25;2.5;1.79E-01;8.95E-02
1.5;2.5;0.17955;0.0456553;;;1.5;2.5;1.56E-01;9.32E-02
1.75;2.5;0.162592;0.0457261;;;1.75;2.5;1.34E-01;9.33E-02
2;2.5;0.146993;0.0445693;;;2;2.5;1.14E-01;9.10E-02
2.25;2.5;0.132976;0.0426224;;;2.25;2.5;9.72E-02;8.70E-02
2.5;2.5;0.12057;0.0402256;;;2.5;2.5;8.26E-02;8.21E-02
2.75;2.5;0.109684;0.0376239;;;2.75;2.5;7.04E-02;7.68E-02
3;2.5;0.100177;0.0349829;;;3;2.5;6.01E-02;7.14E-02
3.25;2.5;0.0918847;0.0324076;;;3.25;2.5;5.15E-02;6.62E-02
3.5;2.5;0.0846459;0.0299599;;;3.5;2.5;4.43E-02;6.12E-02
3.75;2.5;0.0783126;0.0276721;;;3.75;2.5;3.83E-02;5.65E-02
4;2.5;0.0727534;0.0255575;;;4;2.5;3.32E-02;5.22E-02
4.25;2.5;0.0678549;0.0236173;;;4.25;2.5;2.90E-02;4.82E-02
4.5;2.5;0.0635203;0.0218453;;;4.5;2.5;2.54E-02;4.46E-02
4.75;2.5;0.059668;0.0202315;;;4.75;2.5;2.23E-02;4.13E-02
5;2.5;0.0562292;0.0187641;;;5;2.5;1.97E-02;3.83E-02
-5;2.75;0.0570504;0.0195691;;;-5;2.75;2.24E-02;4.00E-02
-4.75;2.75;0.0605331;0.0210014;;;-4.75;2.75;2.53E-02;4.29E-02
-4.5;2.75;0.0644211;0.0225582;;;-4.5;2.75;2.86E-02;4.61E-02
-4.25;2.75;0.0687771;0.0242447;;;-4.25;2.75;3.25E-02;4.95E-02
-4;2.75;0.0736738;0.0260625;;;-4;2.75;3.70E-02;5.32E-02
-3.75;2.75;0.0791948;0.0280075;;;-3.75;2.75;4.24E-02;5.72E-02
-3.5;2.75;0.0854348;0.030066;;;-3.5;2.75;4.87E-02;6.14E-02
-3.25;2.75;0.0924986;0.0322109;;;-3.25;2.75;5.61E-02;6.58E-02
-3;2.75;0.100498;0.0343944;;;-3;2.75;6.48E-02;7.02E-02
-2.75;2.75;0.109544;0.0365406;;;-2.75;2.75;7.50E-02;7.46E-02
-2.5;2.75;0.119737;0.0385348;;;-2.5;2.75;8.69E-02;7.87E-02
-2.25;2.75;0.131139;0.040213;;;-2.25;2.75;1.01E-01;8.21E-02
-2;2.75;0.14375;0.0413527;;;-2;2.75;1.16E-01;8.44E-02
-1.75;2.75;0.157456;0.0416691;;;-1.75;2.75;1.34E-01;8.51E-02
